Student ID,Student Name,Subject,Subject Code,Attempt,Marks,Grade
98,SHYAAM KUMAR S,Python,PY102,1,30,F
98,SHYAAM KUMAR S,Python,PY102,2,35,E
98,SHYAAM KUMAR S,Machine Learning,ML103,1,34,F
98,SHYAAM KUMAR S,Machine Learning,ML103,2,42,E
98,SHYAAM KUMAR S,English,GP104,1,54,D
98,SHYAAM KUMAR S,Database,CS105,1,69,B
99,SHYAM G,Mathematics,MATH101,1,93,S
99,SHYAM G,Python,PY102,1,100,S
99,SHYAM G,Machine Learning,ML103,1,57,C
99,SHYAM G,English,GP104,1,45,D
99,SHYAM G,Database,CS105,1,71,B
100,SIDHARTH S,Mathematics,MATH101,1,67,B
100,SIDHARTH S,Python,PY102,1,50,D
100,SIDHARTH S,Machine Learning,ML103,1,61,C
100,SIDHARTH S,English,GP104,1,68,B
100,SIDHARTH S,Database,CS105,1,66,B
101,SIVANESHAN K,Mathematics,MATH101,1,77,A
101,SIVANESHAN K,Python,PY102,1,63,C
101,SIVANESHAN K,Machine Learning,ML103,1,46,D
101,SIVANESHAN K,English,GP104,1,99,S
101,SIVANESHAN K,Database,CS105,1,61,C
102,SREYA BIJU K P,Mathematics,MATH101,1,75,A
102,SREYA BIJU K P,Python,PY102,1,100,S
102,SREYA BIJU K P,Machine Learning,ML103,1,69,B
102,SREYA BIJU K P,English,GP104,1,33,F
102,SREYA BIJU K P,English,GP104,2,47,D
102,SREYA BIJU K P,Database,CS105,1,34,F
102,SREYA BIJU K P,Database,CS105,2,43,E
103,SRIKANTH V,Mathematics,MATH101,1,83,A
103,SRIKANTH V,Python,PY102,1,73,B
103,SRIKANTH V,Machine Learning,ML103,1,73,B
103,SRIKANTH V,English,GP104,1,57,C
103,SRIKANTH V,Database,CS105,1,76,A
104,SRIVANI S,Mathematics,MATH101,1,76,A
104,SRIVANI S,Python,PY102,1,65,B
104,SRIVANI S,Machine Learning,ML103,1,41,E
104,SRIVANI S,English,GP104,1,34,F
104,SRIVANI S,English,GP104,2,48,D
104,SRIVANI S,Database,CS105,1,31,F
104,SRIVANI S,Database,CS105,2,38,E
105,SUBASHINI C S,Mathematics,MATH101,1,86,S
105,SUBASHINI C S,Python,PY102,1,48,D
105,SUBASHINI C S,Machine Learning,ML103,1,54,D
105,SUBASHINI C S,English,GP104,1,35,E
105,SUBASHINI C S,Database,CS105,1,36,E
106,SURAJ SARAVANAN P,Mathematics,MATH101,1,52,D
106,SURAJ SARAVANAN P,Python,PY102,1,88,S
106,SURAJ SARAVANAN P,Machine Learning,ML103,1,60,C
106,SURAJ SARAVANAN P,English,GP104,1,89,S
106,SURAJ SARAVANAN P,Database,CS105,1,77,A
107,SURESH KRISHNA D,Mathematics,MATH101,1,33,F
107,SURESH KRISHNA D,Mathematics,MATH101,2,43,E
107,SURESH KRISHNA D,Python,PY102,1,66,B
107,SURESH KRISHNA D,Machine Learning,ML103,1,77,A
107,SURESH KRISHNA D,English,GP104,1,60,C
107,SURESH KRISHNA D,Database,CS105,1,50,D
108,SUVINKUMAR V,Mathematics,MATH101,1,62,C
108,SUVINKUMAR V,Python,PY102,1,65,B
108,SUVINKUMAR V,Machine Learning,ML103,1,87,S
108,SUVINKUMAR V,English,GP104,1,58,C
108,SUVINKUMAR V,Database,CS105,1,81,A
109,SWETHA RAJMOHAN,Mathematics,MATH101,1,85,S
109,SWETHA RAJMOHAN,Python,PY102,1,69,B
109,SWETHA RAJMOHAN,Machine Learning,ML103,1,71,B
109,SWETHA RAJMOHAN,English,GP104,1,81,A
109,SWETHA RAJMOHAN,Database,CS105,1,86,S
110,TAMIL SELVAN M,Mathematics,MATH101,1,49,D
110,TAMIL SELVAN M,Python,PY102,1,91,S
110,TAMIL SELVAN M,Machine Learning,ML103,1,41,E
110,TAMIL SELVAN M,English,GP104,1,90,S
110,TAMIL SELVAN M,Database,CS105,1,71,B
111,TANIYA FRANCI E,Mathematics,MATH101,1,99,S
111,TANIYA FRANCI E,Python,PY102,1,54,D
111,TANIYA FRANCI E,Machine Learning,ML103,1,46,D
111,TANIYA FRANCI E,English,GP104,1,35,E
111,TANIYA FRANCI E,Database,CS105,1,34,F
111,TANIYA FRANCI E,Database,CS105,2,47,D
112,THANISHKA G,Mathematics,MATH101,1,56,C
112,THANISHKA G,Python,PY102,1,86,S
112,THANISHKA G,Machine Learning,ML103,1,57,C
112,THANISHKA G,English,GP104,1,89,S
112,THANISHKA G,Database,CS105,1,46,D
113,VASANNTH S,Mathematics,MATH101,1,57,C
113,VASANNTH S,Python,PY102,1,88,S
113,VASANNTH S,Machine Learning,ML103,1,83,A
113,VASANNTH S,English,GP104,1,46,D
113,VASANNTH S,Database,CS105,1,86,S
114,VEDA M V,Mathematics,MATH101,1,81,A
114,VEDA M V,Python,PY102,1,84,A
114,VEDA M V,Machine Learning,ML103,1,51,D
114,VEDA M V,English,GP104,1,61,C
114,VEDA M V,Database,CS105,1,44,E
115,VIDHYA SREE V,Mathematics,MATH101,1,58,C
115,VIDHYA SREE V,Python,PY102,1,76,A
115,VIDHYA SREE V,Machine Learning,ML103,1,68,B
115,VIDHYA SREE V,English,GP104,1,35,E
115,VIDHYA SREE V,Database,CS105,1,46,D
116,VIGNESH JITHESH V,Mathematics,MATH101,1,38,E
116,VIGNESH JITHESH V,Python,PY102,1,37,E
116,VIGNESH JITHESH V,Machine Learning,ML103,1,31,F
116,VIGNESH JITHESH V,Machine Learning,ML103,2,39,E
116,VIGNESH JITHESH V,English,GP104,1,31,F
116,VIGNESH JITHESH V,English,GP104,2,39,E
116,VIGNESH JITHESH V,Database,CS105,1,51,D
117,VIGNESHWARAN L,Mathematics,MATH101,1,55,C
117,VIGNESHWARAN L,Python,PY102,1,96,S
117,VIGNESHWARAN L,Machine Learning,ML103,1,41,E
117,VIGNESHWARAN L,English,GP104,1,41,E
117,VIGNESHWARAN L,Database,CS105,1,50,D
118,VIJAYAVELU V,Mathematics,MATH101,1,88,S
118,VIJAYAVELU V,Python,PY102,1,51,D
118,VIJAYAVELU V,Machine Learning,ML103,1,77,A
118,VIJAYAVELU V,English,GP104,1,35,E
118,VIJAYAVELU V,Database,CS105,1,84,A
119,VINODHINI R,Mathematics,MATH101,1,54,D
119,VINODHINI R,Python,PY102,1,100,S
119,VINODHINI R,Machine Learning,ML103,1,70,B
119,VINODHINI R,English,GP104,1,91,S
119,VINODHINI R,Database,CS105,1,34,F
119,VINODHINI R,Database,CS105,2,43,E
120,VISHAL R,Mathematics,MATH101,1,70,B
120,VISHAL R,Python,PY102,1,55,C
120,VISHAL R,Machine Learning,ML103,1,33,F
120,VISHAL R,Machine Learning,ML103,2,39,E
120,VISHAL R,English,GP104,1,100,S
120,VISHAL R,Database,CS105,1,59,C
121,YALAMANCHILI VENKATA SAI SASANK,Mathematics,MATH101,1,43,E
121,YALAMANCHILI VENKATA SAI SASANK,Python,PY102,1,78,A
121,YALAMANCHILI VENKATA SAI SASANK,Machine Learning,ML103,1,97,S
121,YALAMANCHILI VENKATA SAI SASANK,English,GP104,1,98,S
121,YALAMANCHILI VENKATA SAI SASANK,Database,CS105,1,68,B
122,YESHMITHA SRI V,Mathematics,MATH101,1,71,B
122,YESHMITHA SRI V,Python,PY102,1,97,S
122,YESHMITHA SRI V,Machine Learning,ML103,1,95,S
122,YESHMITHA SRI V,English,GP104,1,45,D
122,YESHMITHA SRI V,Database,CS105,1,87,S
123,YUVAN PRASHANTH G,Mathematics,MATH101,1,63,C
123,YUVAN PRASHANTH G,Python,PY102,1,96,S
123,YUVAN PRASHANTH G,Machine Learning,ML103,1,98,S
123,YUVAN PRASHANTH G,English,GP104,1,43,E
123,YUVAN PRASHANTH G,Database,CS105,1,59,C
124,AATIF AHAMED .J,Mathematics,MATH101,1,52,D
124,AATIF AHAMED .J,Python,PY102,1,40,E
124,AATIF AHAMED .J,Machine Learning,ML103,1,63,C
124,AATIF AHAMED .J,English,GP104,1,86,S
124,AATIF AHAMED .J,Database,CS105,1,88,S
125,ABHINAV B,Mathematics,MATH101,1,46,D
125,ABHINAV B,Python,PY102,1,66,B
125,ABHINAV B,Machine Learning,ML103,1,41,E
125,ABHINAV B,English,GP104,1,86,S
125,ABHINAV B,Database,CS105,1,72,B
126,ABILASH K,Mathematics,MATH101,1,71,B
126,ABILASH K,Python,PY102,1,99,S
126,ABILASH K,Machine Learning,ML103,1,52,D
126,ABILASH K,English,GP104,1,75,A
126,ABILASH K,Database,CS105,1,74,B
127,ABINAYA S,Mathematics,MATH101,1,40,E
127,ABINAYA S,Python,PY102,1,99,S
127,ABINAYA S,Machine Learning,ML103,1,61,C
127,ABINAYA S,English,GP104,1,58,C
127,ABINAYA S,Database,CS105,1,85,S
128,ABITHA S,Mathematics,MATH101,1,64,C
128,ABITHA S,Python,PY102,1,92,S
128,ABITHA S,Machine Learning,ML103,1,82,A
128,ABITHA S,English,GP104,1,97,S
128,ABITHA S,Database,CS105,1,46,D
129,AHMED ALMAS  F,Mathematics,MATH101,1,32,F
129,AHMED ALMAS  F,Mathematics,MATH101,2,39,E
129,AHMED ALMAS  F,Python,PY102,1,51,D
129,AHMED ALMAS  F,Machine Learning,ML103,1,77,A
129,AHMED ALMAS  F,English,GP104,1,96,S
129,AHMED ALMAS  F,Database,CS105,1,46,D
130,AISWARYA S,Mathematics,MATH101,1,40,E
130,AISWARYA S,Python,PY102,1,95,S
130,AISWARYA S,Machine Learning,ML103,1,90,S
130,AISWARYA S,English,GP104,1,88,S
130,AISWARYA S,Database,CS105,1,56,C
131,AKSHITTA R,Mathematics,MATH101,1,71,B
131,AKSHITTA R,Python,PY102,1,55,C
131,AKSHITTA R,Machine Learning,ML103,1,87,S
131,AKSHITTA R,English,GP104,1,69,B
131,AKSHITTA R,Database,CS105,1,53,D
132,ANAS H,Mathematics,MATH101,1,62,C
132,ANAS H,Python,PY102,1,97,S
132,ANAS H,Machine Learning,ML103,1,80,A
132,ANAS H,English,GP104,1,92,S
132,ANAS H,Database,CS105,1,32,F
132,ANAS H,Database,CS105,2,46,D
133,ANDREW JASON R,Mathematics,MATH101,1,55,C
133,ANDREW JASON R,Python,PY102,1,62,C
133,ANDREW JASON R,Machine Learning,ML103,1,100,S
133,ANDREW JASON R,English,GP104,1,61,C
133,ANDREW JASON R,Database,CS105,1,52,D
134,ANUPRIYA R,Mathematics,MATH101,1,96,S
134,ANUPRIYA R,Python,PY102,1,44,E
134,ANUPRIYA R,Machine Learning,ML103,1,88,S
134,ANUPRIYA R,English,GP104,1,38,E
134,ANUPRIYA R,Database,CS105,1,74,B
135,ARAVINDHAN A,Mathematics,MATH101,1,65,B
135,ARAVINDHAN A,Python,PY102,1,94,S
135,ARAVINDHAN A,Machine Learning,ML103,1,53,D
135,ARAVINDHAN A,English,GP104,1,61,C
135,ARAVINDHAN A,Database,CS105,1,85,S
136,ARDRA P P,Mathematics,MATH101,1,55,C
136,ARDRA P P,Python,PY102,1,94,S
136,ARDRA P P,Machine Learning,ML103,1,48,D
136,ARDRA P P,English,GP104,1,43,E
136,ARDRA P P,Database,CS105,1,55,C
137,ARTHI M,Mathematics,MATH101,1,40,E
137,ARTHI M,Python,PY102,1,46,D
137,ARTHI M,Machine Learning,ML103,1,61,C
137,ARTHI M,English,GP104,1,94,S
137,ARTHI M,Database,CS105,1,96,S
138,ASHIKA S A,Mathematics,MATH101,1,59,C
138,ASHIKA S A,Python,PY102,1,68,B
138,ASHIKA S A,Machine Learning,ML103,1,94,S
138,ASHIKA S A,English,GP104,1,55,C
138,ASHIKA S A,Database,CS105,1,35,E
139,BALAJI R,Mathematics,MATH101,1,65,B
139,BALAJI R,Python,PY102,1,32,F
139,BALAJI R,Python,PY102,2,40,E
139,BALAJI R,Machine Learning,ML103,1,75,A
139,BALAJI R,English,GP104,1,78,A
139,BALAJI R,Database,CS105,1,99,S
140,BHUVANESHWARAN G,Mathematics,MATH101,1,57,C
140,BHUVANESHWARAN G,Python,PY102,1,50,D
140,BHUVANESHWARAN G,Machine Learning,ML103,1,70,B
140,BHUVANESHWARAN G,English,GP104,1,44,E
140,BHUVANESHWARAN G,Database,CS105,1,74,B
141,CHANDRAKUMAR K,Mathematics,MATH101,1,67,B
141,CHANDRAKUMAR K,Python,PY102,1,96,S
141,CHANDRAKUMAR K,Machine Learning,ML103,1,83,A
141,CHANDRAKUMAR K,English,GP104,1,68,B
141,CHANDRAKUMAR K,Database,CS105,1,71,B
142,DEEPAK K,Mathematics,MATH101,1,57,C
142,DEEPAK K,Python,PY102,1,52,D
142,DEEPAK K,Machine Learning,ML103,1,33,F
142,DEEPAK K,Machine Learning,ML103,2,40,E
142,DEEPAK K,English,GP104,1,65,B
142,DEEPAK K,Database,CS105,1,92,S
143,DEEPAK NAAREES G,Mathematics,MATH101,1,35,E
143,DEEPAK NAAREES G,Python,PY102,1,94,S
143,DEEPAK NAAREES G,Machine Learning,ML103,1,51,D
143,DEEPAK NAAREES G,English,GP104,1,98,S
143,DEEPAK NAAREES G,Database,CS105,1,54,D
144,DEEPAK P,Mathematics,MATH101,1,99,S
144,DEEPAK P,Python,PY102,1,64,C
144,DEEPAK P,Machine Learning,ML103,1,76,A
144,DEEPAK P,English,GP104,1,81,A
144,DEEPAK P,Database,CS105,1,88,S
145,DHARANYA S,Mathematics,MATH101,1,63,C
145,DHARANYA S,Python,PY102,1,59,C
145,DHARANYA S,Machine Learning,ML103,1,63,C
145,DHARANYA S,English,GP104,1,66,B
145,DHARANYA S,Database,CS105,1,37,E
146,DHEEPIKA.I ,Mathematics,MATH101,1,77,A
146,DHEEPIKA.I ,Python,PY102,1,41,E
146,DHEEPIKA.I ,Machine Learning,ML103,1,74,B
146,DHEEPIKA.I ,English,GP104,1,69,B
146,DHEEPIKA.I ,Database,CS105,1,48,D
147,FERON AROCKIAM S,Mathematics,MATH101,1,62,C
147,FERON AROCKIAM S,Python,PY102,1,36,E
147,FERON AROCKIAM S,Machine Learning,ML103,1,71,B
147,FERON AROCKIAM S,English,GP104,1,93,S
147,FERON AROCKIAM S,Database,CS105,1,48,D
148,GOKUL R,Mathematics,MATH101,1,96,S
148,GOKUL R,Python,PY102,1,37,E
148,GOKUL R,Machine Learning,ML103,1,82,A
148,GOKUL R,English,GP104,1,100,S
148,GOKUL R,Database,CS105,1,36,E
149,GOPINATH R ,Mathematics,MATH101,1,51,D
149,GOPINATH R ,Python,PY102,1,65,B
149,GOPINATH R ,Machine Learning,ML103,1,70,B
149,GOPINATH R ,English,GP104,1,95,S
149,GOPINATH R ,Database,CS105,1,89,S
150,GOWTHAM M,Mathematics,MATH101,1,78,A
150,GOWTHAM M,Python,PY102,1,35,E
150,GOWTHAM M,Machine Learning,ML103,1,32,F
150,GOWTHAM M,Machine Learning,ML103,2,46,D
150,GOWTHAM M,English,GP104,1,65,B
150,GOWTHAM M,Database,CS105,1,87,S
151,HARII SARAVANAN A,Mathematics,MATH101,1,68,B
151,HARII SARAVANAN A,Python,PY102,1,34,F
151,HARII SARAVANAN A,Python,PY102,2,40,E
151,HARII SARAVANAN A,Machine Learning,ML103,1,37,E
151,HARII SARAVANAN A,English,GP104,1,81,A
151,HARII SARAVANAN A,Database,CS105,1,31,F
151,HARII SARAVANAN A,Database,CS105,2,39,E
152,HARINI A,Mathematics,MATH101,1,67,B
152,HARINI A,Python,PY102,1,62,C
152,HARINI A,Machine Learning,ML103,1,64,C
152,HARINI A,English,GP104,1,42,E
152,HARINI A,Database,CS105,1,43,E
153,HARISH BHALAA S,Mathematics,MATH101,1,37,E
153,HARISH BHALAA S,Python,PY102,1,48,D
153,HARISH BHALAA S,Machine Learning,ML103,1,47,D
153,HARISH BHALAA S,English,GP104,1,94,S
153,HARISH BHALAA S,Database,CS105,1,50,D
154,HARIYNIE C,Mathematics,MATH101,1,71,B
154,HARIYNIE C,Python,PY102,1,92,S
154,HARIYNIE C,Machine Learning,ML103,1,99,S
154,HARIYNIE C,English,GP104,1,51,D
154,HARIYNIE C,Database,CS105,1,81,A
155,HARRESHH M,Mathematics,MATH101,1,62,C
155,HARRESHH M,Python,PY102,1,78,A
155,HARRESHH M,Machine Learning,ML103,1,83,A
155,HARRESHH M,English,GP104,1,59,C
155,HARRESHH M,Database,CS105,1,80,A
156,HARSHINEE A,Mathematics,MATH101,1,63,C
156,HARSHINEE A,Python,PY102,1,65,B
156,HARSHINEE A,Machine Learning,ML103,1,80,A
156,HARSHINEE A,English,GP104,1,52,D
156,HARSHINEE A,Database,CS105,1,66,B
157,HEMA ARULARASI. M,Mathematics,MATH101,1,96,S
157,HEMA ARULARASI. M,Python,PY102,1,48,D
157,HEMA ARULARASI. M,Machine Learning,ML103,1,67,B
157,HEMA ARULARASI. M,English,GP104,1,39,E
157,HEMA ARULARASI. M,Database,CS105,1,70,B
158,HEMACHANDRAN S,Mathematics,MATH101,1,80,A
158,HEMACHANDRAN S,Python,PY102,1,48,D
158,HEMACHANDRAN S,Machine Learning,ML103,1,74,B
158,HEMACHANDRAN S,English,GP104,1,48,D
158,HEMACHANDRAN S,Database,CS105,1,98,S
159,HIRUTIK R,Mathematics,MATH101,1,68,B
159,HIRUTIK R,Python,PY102,1,36,E
159,HIRUTIK R,Machine Learning,ML103,1,63,C
159,HIRUTIK R,English,GP104,1,77,A
159,HIRUTIK R,Database,CS105,1,57,C
160,INDUMATHI B,Mathematics,MATH101,1,82,A
160,INDUMATHI B,Python,PY102,1,76,A
160,INDUMATHI B,Machine Learning,ML103,1,48,D
160,INDUMATHI B,English,GP104,1,44,E
160,INDUMATHI B,Database,CS105,1,39,E
161,JAICHANDRAN.G,Mathematics,MATH101,1,70,B
161,JAICHANDRAN.G,Python,PY102,1,76,A
161,JAICHANDRAN.G,Machine Learning,ML103,1,51,D
161,JAICHANDRAN.G,English,GP104,1,80,A
161,JAICHANDRAN.G,Database,CS105,1,94,S
162,JANANE S,Mathematics,MATH101,1,83,A
162,JANANE S,Python,PY102,1,95,S
162,JANANE S,Machine Learning,ML103,1,75,A
162,JANANE S,English,GP104,1,71,B
162,JANANE S,Database,CS105,1,54,D
163,JAWAHAR CHANDRU R,Mathematics,MATH101,1,40,E
163,JAWAHAR CHANDRU R,Python,PY102,1,66,B
163,JAWAHAR CHANDRU R,Machine Learning,ML103,1,84,A
163,JAWAHAR CHANDRU R,English,GP104,1,95,S
163,JAWAHAR CHANDRU R,Database,CS105,1,81,A
164,KARTHIKEYAN M,Mathematics,MATH101,1,32,F
164,KARTHIKEYAN M,Mathematics,MATH101,2,42,E
164,KARTHIKEYAN M,Python,PY102,1,41,E
164,KARTHIKEYAN M,Machine Learning,ML103,1,68,B
164,KARTHIKEYAN M,English,GP104,1,85,S
164,KARTHIKEYAN M,Database,CS105,1,34,F
164,KARTHIKEYAN M,Database,CS105,2,44,E
165,KAVIN B,Mathematics,MATH101,1,40,E
165,KAVIN B,Python,PY102,1,92,S
165,KAVIN B,Machine Learning,ML103,1,66,B
165,KAVIN B,English,GP104,1,33,F
165,KAVIN B,English,GP104,2,45,D
165,KAVIN B,Database,CS105,1,98,S
166,KEERTHANAA G,Mathematics,MATH101,1,88,S
166,KEERTHANAA G,Python,PY102,1,31,F
166,KEERTHANAA G,Python,PY102,2,39,E
166,KEERTHANAA G,Machine Learning,ML103,1,31,F
166,KEERTHANAA G,Machine Learning,ML103,2,41,E
166,KEERTHANAA G,English,GP104,1,58,C
166,KEERTHANAA G,Database,CS105,1,49,D
167,KEERTHESHWARI S,Mathematics,MATH101,1,92,S
167,KEERTHESHWARI S,Python,PY102,1,82,A
167,KEERTHESHWARI S,Machine Learning,ML103,1,66,B
167,KEERTHESHWARI S,English,GP104,1,60,C
167,KEERTHESHWARI S,Database,CS105,1,52,D
168,KEERTHIGA B,Mathematics,MATH101,1,94,S
168,KEERTHIGA B,Python,PY102,1,85,S
168,KEERTHIGA B,Machine Learning,ML103,1,30,F
168,KEERTHIGA B,Machine Learning,ML103,2,37,E
168,KEERTHIGA B,English,GP104,1,40,E
168,KEERTHIGA B,Database,CS105,1,72,B
169,KIRUBAKAR M,Mathematics,MATH101,1,82,A
169,KIRUBAKAR M,Python,PY102,1,81,A
169,KIRUBAKAR M,Machine Learning,ML103,1,43,E
169,KIRUBAKAR M,English,GP104,1,82,A
169,KIRUBAKAR M,Database,CS105,1,55,C
170,KOUSHIK ANANTH D,Mathematics,MATH101,1,100,S
170,KOUSHIK ANANTH D,Python,PY102,1,77,A
170,KOUSHIK ANANTH D,Machine Learning,ML103,1,58,C
170,KOUSHIK ANANTH D,English,GP104,1,49,D
170,KOUSHIK ANANTH D,Database,CS105,1,48,D
171,LAVANYA B,Mathematics,MATH101,1,41,E
171,LAVANYA B,Python,PY102,1,38,E
171,LAVANYA B,Machine Learning,ML103,1,81,A
171,LAVANYA B,English,GP104,1,51,D
171,LAVANYA B,Database,CS105,1,99,S
172,LEKA SHREE E,Mathematics,MATH101,1,55,C
172,LEKA SHREE E,Python,PY102,1,34,F
172,LEKA SHREE E,Python,PY102,2,45,D
172,LEKA SHREE E,Machine Learning,ML103,1,60,C
172,LEKA SHREE E,English,GP104,1,85,S
172,LEKA SHREE E,Database,CS105,1,63,C
173,LINGESHWARAN G,Mathematics,MATH101,1,77,A
173,LINGESHWARAN G,Python,PY102,1,76,A
173,LINGESHWARAN G,Machine Learning,ML103,1,92,S
173,LINGESHWARAN G,English,GP104,1,77,A
173,LINGESHWARAN G,Database,CS105,1,51,D
174,LOGESWARAN S,Mathematics,MATH101,1,90,S
174,LOGESWARAN S,Python,PY102,1,79,A
174,LOGESWARAN S,Machine Learning,ML103,1,80,A
174,LOGESWARAN S,English,GP104,1,99,S
174,LOGESWARAN S,Database,CS105,1,48,D
175,LOK NAARAAYAN SINGH C,Mathematics,MATH101,1,57,C
175,LOK NAARAAYAN SINGH C,Python,PY102,1,95,S
175,LOK NAARAAYAN SINGH C,Machine Learning,ML103,1,33,F
175,LOK NAARAAYAN SINGH C,Machine Learning,ML103,2,46,D
175,LOK NAARAAYAN SINGH C,English,GP104,1,68,B
175,LOK NAARAAYAN SINGH C,Database,CS105,1,72,B
176,MANOJ KIRAN D,Mathematics,MATH101,1,45,D
176,MANOJ KIRAN D,Python,PY102,1,96,S
176,MANOJ KIRAN D,Machine Learning,ML103,1,60,C
176,MANOJ KIRAN D,English,GP104,1,50,D
176,MANOJ KIRAN D,Database,CS105,1,98,S
177,MEGHA SHINOJ,Mathematics,MATH101,1,55,C
177,MEGHA SHINOJ,Python,PY102,1,41,E
177,MEGHA SHINOJ,Machine Learning,ML103,1,77,A
177,MEGHA SHINOJ,English,GP104,1,77,A
177,MEGHA SHINOJ,Database,CS105,1,73,B
178,MOHAMMED FEROZ A,Mathematics,MATH101,1,82,A
178,MOHAMMED FEROZ A,Python,PY102,1,99,S
178,MOHAMMED FEROZ A,Machine Learning,ML103,1,69,B
178,MOHAMMED FEROZ A,English,GP104,1,33,F
178,MOHAMMED FEROZ A,English,GP104,2,42,E
178,MOHAMMED FEROZ A,Database,CS105,1,91,S
179,NANCY DHIVYA G,Mathematics,MATH101,1,57,C
179,NANCY DHIVYA G,Python,PY102,1,59,C
179,NANCY DHIVYA G,Machine Learning,ML103,1,36,E
179,NANCY DHIVYA G,English,GP104,1,84,A
179,NANCY DHIVYA G,Database,CS105,1,37,E
180,NARESH S,Mathematics,MATH101,1,40,E
180,NARESH S,Python,PY102,1,35,E
180,NARESH S,Machine Learning,ML103,1,58,C
180,NARESH S,English,GP104,1,34,F
180,NARESH S,English,GP104,2,44,E
180,NARESH S,Database,CS105,1,38,E
181,NIMOSHINI M,Mathematics,MATH101,1,95,S
181,NIMOSHINI M,Python,PY102,1,66,B
181,NIMOSHINI M,Machine Learning,ML103,1,78,A
181,NIMOSHINI M,English,GP104,1,31,F
181,NIMOSHINI M,English,GP104,2,39,E
181,NIMOSHINI M,Database,CS105,1,43,E
182,NIRANJAN S,Mathematics,MATH101,1,76,A
182,NIRANJAN S,Python,PY102,1,32,F
182,NIRANJAN S,Python,PY102,2,46,D
182,NIRANJAN S,Machine Learning,ML103,1,95,S
182,NIRANJAN S,English,GP104,1,33,F
182,NIRANJAN S,English,GP104,2,42,E
182,NIRANJAN S,Database,CS105,1,97,S
183,PARAMESHWARAN N,Mathematics,MATH101,1,83,A
183,PARAMESHWARAN N,Python,PY102,1,58,C
183,PARAMESHWARAN N,Machine Learning,ML103,1,75,A
183,PARAMESHWARAN N,English,GP104,1,62,C
183,PARAMESHWARAN N,Database,CS105,1,92,S
184,PRANAV R,Mathematics,MATH101,1,32,F
184,PRANAV R,Mathematics,MATH101,2,39,E
184,PRANAV R,Python,PY102,1,65,B
184,PRANAV R,Machine Learning,ML103,1,100,S
184,PRANAV R,English,GP104,1,85,S
184,PRANAV R,Database,CS105,1,41,E
185,PRANAVESH S,Mathematics,MATH101,1,73,B
185,PRANAVESH S,Python,PY102,1,47,D
185,PRANAVESH S,Machine Learning,ML103,1,99,S
185,PRANAVESH S,English,GP104,1,62,C
185,PRANAVESH S,Database,CS105,1,59,C
186,PRAVINA A,Mathematics,MATH101,1,45,D
186,PRAVINA A,Python,PY102,1,96,S
186,PRAVINA A,Machine Learning,ML103,1,30,F
186,PRAVINA A,Machine Learning,ML103,2,45,D
186,PRAVINA A,English,GP104,1,48,D
186,PRAVINA A,Database,CS105,1,68,B
187,PREETHA A,Mathematics,MATH101,1,90,S
187,PREETHA A,Python,PY102,1,49,D
187,PREETHA A,Machine Learning,ML103,1,53,D
187,PREETHA A,English,GP104,1,100,S
187,PREETHA A,Database,CS105,1,35,E
188,PRETHEBHA M,Mathematics,MATH101,1,70,B
188,PRETHEBHA M,Python,PY102,1,49,D
188,PRETHEBHA M,Machine Learning,ML103,1,77,A
188,PRETHEBHA M,English,GP104,1,51,D
188,PRETHEBHA M,Database,CS105,1,93,S
189,PRITHIKA V,Mathematics,MATH101,1,85,S
189,PRITHIKA V,Python,PY102,1,84,A
189,PRITHIKA V,Machine Learning,ML103,1,93,S
189,PRITHIKA V,English,GP104,1,88,S
189,PRITHIKA V,Database,CS105,1,71,B
190,PRIYADHARSHANI A,Mathematics,MATH101,1,60,C
190,PRIYADHARSHANI A,Python,PY102,1,56,C
190,PRIYADHARSHANI A,Machine Learning,ML103,1,74,B
190,PRIYADHARSHANI A,English,GP104,1,95,S
190,PRIYADHARSHANI A,Database,CS105,1,90,S
191,RAHUL G,Mathematics,MATH101,1,42,E
191,RAHUL G,Python,PY102,1,64,C
191,RAHUL G,Machine Learning,ML103,1,49,D
191,RAHUL G,English,GP104,1,54,D
191,RAHUL G,Database,CS105,1,51,D
192,RAJ MOHAN K,Mathematics,MATH101,1,96,S
192,RAJ MOHAN K,Python,PY102,1,53,D
192,RAJ MOHAN K,Machine Learning,ML103,1,100,S
192,RAJ MOHAN K,English,GP104,1,69,B
192,RAJ MOHAN K,Database,CS105,1,55,C
193,ROHIT S K,Mathematics,MATH101,1,78,A
193,ROHIT S K,Python,PY102,1,53,D
193,ROHIT S K,Machine Learning,ML103,1,52,D
193,ROHIT S K,English,GP104,1,70,B
193,ROHIT S K,Database,CS105,1,100,S
194,SAKTHIMALAI P,Mathematics,MATH101,1,30,F
194,SAKTHIMALAI P,Mathematics,MATH101,2,45,D
194,SAKTHIMALAI P,Python,PY102,1,65,B
194,SAKTHIMALAI P,Machine Learning,ML103,1,81,A
194,SAKTHIMALAI P,English,GP104,1,45,D
194,SAKTHIMALAI P,Database,CS105,1,60,C
195,SANJAY N,Mathematics,MATH101,1,35,E
195,SANJAY N,Python,PY102,1,53,D
195,SANJAY N,Machine Learning,ML103,1,76,A
195,SANJAY N,English,GP104,1,42,E
195,SANJAY N,Database,CS105,1,31,F
195,SANJAY N,Database,CS105,2,41,E
196,SATHISH V,Mathematics,MATH101,1,99,S
